palette, ncolors, red, green, blue
reds,8,203,24,29
reds,8,153,0,13
reds,9,255,245,240
reds,9,254,224,210
reds,9,252,187,161
reds,9,252,146,114
reds,9,251,106,74
reds,9,239,59,44
reds,9,203,24,29
reds,9,165,15,21
reds,9,103,0,13
rdylbu,3,252,141,89
rdylbu,3,255,255,191
rdylbu,3,145,191,219
rdylbu,4,215,25,28
rdylbu,4,253,174,97
rdylbu,4,171,217,233
rdylbu,4,44,123,182
rdylbu,5,215,25,28
rdylbu,5,253,174,97
rdylbu,5,255,255,191
rdylbu,5,171,217,233
rdylbu,5,44,123,182
rdylbu,6,215,48,39
rdylbu,6,252,141,89
rdylbu,6,254,224,144
rdylbu,6,224,243,248
rdylbu,6,145,191,219
rdylbu,6,69,117,180
rdylbu,7,215,48,39
rdylbu,7,252,141,89
rdylbu,7,254,224,144
rdylbu,7,255,255,191
rdylbu,7,224,243,248
rdylbu,7,145,191,219
rdylbu,7,69,117,180
rdylbu,8,215,48,39
rdylbu,8,244,109,67
rdylbu,8,253,174,97
rdylbu,8,254,224,144
rdylbu,8,224,243,248
rdylbu,8,171,217,233
rdylbu,8,116,173,209
rdylbu,8,69,117,180
rdylbu,9,215,48,39
rdylbu,9,244,109,67
rdylbu,9,253,174,97
rdylbu,9,254,224,144
rdylbu,9,255,255,191
rdylbu,9,224,243,248
rdylbu,9,171,217,233
rdylbu,9,116,173,209
rdylbu,9,69,117,180
rdylbu,10,165,0,38
rdylbu,10,215,48,39
rdylbu,10,244,109,67
rdylbu,10,253,174,97
rdylbu,10,254,224,144
rdylbu,10,224,243,248
rdylbu,10,171,217,233
rdylbu,10,116,173,209
rdylbu,10,69,117,180
rdylbu,10,49,54,149
rdylbu,11,165,0,38
rdylbu,11,215,48,39
rdylbu,11,244,109,67
rdylbu,11,253,174,97
rdylbu,11,254,224,144
rdylbu,11,255,255,191
rdylbu,11,224,243,248
rdylbu,11,171,217,233
rdylbu,11,116,173,209
rdylbu,11,69,117,180
rdylbu,11,49,54,149
rdylgn,3,252,141,89
rdylgn,3,255,255,191
rdylgn,3,145,207,96
rdylgn,4,215,25,28
rdylgn,4,253,174,97
rdylgn,4,166,217,106
rdylgn,4,26,150,65
rdylgn,5,215,25,28
rdylgn,5,253,174,97
rdylgn,5,255,255,191
rdylgn,5,166,217,106
rdylgn,5,26,150,65
rdylgn,6,215,48,39
rdylgn,6,252,141,89
rdylgn,6,254,224,139
rdylgn,6,217,239,139
rdylgn,6,145,207,96
rdylgn,6,26,152,80
rdylgn,7,215,48,39
rdylgn,7,252,141,89
rdylgn,7,254,224,139
rdylgn,7,255,255,191
rdylgn,7,217,239,139
rdylgn,7,145,207,96
rdylgn,7,26,152,80
rdylgn,8,215,48,39
rdylgn,8,244,109,67
rdylgn,8,253,174,97
rdylgn,8,254,224,139
rdylgn,8,217,239,139
rdylgn,8,166,217,106
rdylgn,8,102,189,99
rdylgn,8,26,152,80
rdylgn,9,215,48,39
rdylgn,9,244,109,67
rdylgn,9,253,174,97
rdylgn,9,254,224,139
rdylgn,9,255,255,191
rdylgn,9,217,239,139
rdylgn,9,166,217,106
rdylgn,9,102,189,99
rdylgn,9,26,152,80
rdylgn,10,165,0,38
rdylgn,10,215,48,39
rdylgn,10,244,109,67
rdylgn,10,253,174,97
rdylgn,10,254,224,139
rdylgn,10,217,239,139
rdylgn,10,166,217,106
rdylgn,10,102,189,99
rdylgn,10,26,152,80
rdylgn,10,0,104,55
rdylgn,11,165,0,38
rdylgn,11,215,48,39
rdylgn,11,244,109,67
rdylgn,11,253,174,97
rdylgn,11,254,224,139
rdylgn,11,255,255,191
rdylgn,11,217,239,139
rdylgn,11,166,217,106
rdylgn,11,102,189,99
rdylgn,11,26,152,80
rdylgn,11,0,104,55
set1,3,228,26,28
set1,3,55,126,184
set1,3,77,175,74
set1,4,228,26,28
set1,4,55,126,184
set1,4,77,175,74
set1,4,152,78,163
set1,5,228,26,28
set1,5,55,126,184
set1,5,77,175,74
set1,5,152,78,163
set1,5,255,127,0
set1,6,228,26,28
set1,6,55,126,184
set1,6,77,175,74
set1,6,152,78,163
set1,6,255,127,0
set1,6,255,255,51
set1,7,228,26,28
set1,7,55,126,184
set1,7,77,175,74
set1,7,152,78,163
set1,7,255,127,0
set1,7,255,255,51
set1,7,166,86,40
set1,8,228,26,28
set1,8,55,126,184
set1,8,77,175,74
set1,8,152,78,163
set1,8,255,127,0
set1,8,255,255,51
set1,8,166,86,40
set1,8,247,129,191
set1,9,228,26,28
set1,9,55,126,184
set1,9,77,175,74
set1,9,152,78,163
set1,9,255,127,0
set1,9,255,255,51
set1,9,166,86,40
set1,9,247,129,191
set1,9,153,153,153
set2,3,102,194,165
set2,3,252,141,98
set2,3,141,160,203
set2,4,102,194,165
set2,4,252,141,98
set2,4,141,160,203
set2,4,231,138,195
set2,5,102,194,165
set2,5,252,141,98
set2,5,141,160,203
set2,5,231,138,195
set2,5,166,216,84
set2,6,102,194,165
set2,6,252,141,98
set2,6,141,160,203
set2,6,231,138,195
set2,6,166,216,84
set2,6,255,217,47
set2,7,102,194,165
set2,7,252,141,98
set2,7,141,160,203
set2,7,231,138,195
set2,7,166,216,84
set2,7,255,217,47
set2,7,229,196,148
set2,8,102,194,165
set2,8,252,141,98
set2,8,141,160,203
set2,8,231,138,195
set2,8,166,216,84
set2,8,255,217,47
set2,8,229,196,148
set2,8,179,179,179
set3,3,141,211,199
set3,3,255,255,179
set3,3,190,186,218
set3,4,141,211,199
set3,4,255,255,179
set3,4,190,186,218
set3,4,251,128,114
set3,5,141,211,199
set3,5,255,255,179
set3,5,190,186,218
set3,5,251,128,114
set3,5,128,177,211
set3,6,141,211,199
set3,6,255,255,179
set3,6,190,186,218
set3,6,251,128,114
set3,6,128,177,211
set3,6,253,180,98
set3,7,141,211,199
set3,7,255,255,179
set3,7,190,186,218
set3,7,251,128,114
set3,7,128,177,211
set3,7,253,180,98
set3,7,179,222,105
set3,8,141,211,199
set3,8,255,255,179
set3,8,190,186,218
set3,8,251,128,114
set3,8,128,177,211
set3,8,253,180,98
set3,8,179,222,105
set3,8,252,205,229
set3,9,141,211,199
set3,9,255,255,179
set3,9,190,186,218
set3,9,251,128,114
set3,9,128,177,211
set3,9,253,180,98
set3,9,179,222,105
set3,9,252,205,229
set3,9,217,217,217
set3,10,141,211,199
set3,10,255,255,179
set3,10,190,186,218
set3,10,251,128,114
set3,10,128,177,211
set3,10,253,180,98
set3,10,179,222,105
set3,10,252,205,229
set3,10,217,217,217
set3,10,188,128,189
set3,11,141,211,199
set3,11,255,255,179
set3,11,190,186,218
set3,11,251,128,114
set3,11,128,177,211
set3,11,253,180,98
set3,11,179,222,105
set3,11,252,205,229
set3,11,217,217,217
set3,11,188,128,189
set3,11,204,235,197
set3,12,141,211,199
set3,12,255,255,179
set3,12,190,186,218
set3,12,251,128,114
set3,12,128,177,211
set3,12,253,180,98
set3,12,179,222,105
set3,12,252,205,229
set3,12,217,217,217
set3,12,188,128,189
set3,12,204,235,197
set3,12,255,237,111
spectral,3,252,141,89
spectral,3,255,255,191
spectral,3,153,213,148
spectral,4,215,25,28
spectral,4,253,174,97
spectral,4,171,221,164
spectral,4,43,131,186
spectral,5,215,25,28
spectral,5,253,174,97
spectral,5,255,255,191
spectral,5,171,221,164
spectral,5,43,131,186
spectral,6,213,62,79
spectral,6,252,141,89
spectral,6,254,224,139
spectral,6,230,245,152
spectral,6,153,213,148
spectral,6,50,136,189
spectral,7,213,62,79
spectral,7,252,141,89
spectral,7,254,224,139
spectral,7,255,255,191
spectral,7,230,245,152
spectral,7,153,213,148
spectral,7,50,136,189
spectral,8,213,62,79
spectral,8,244,109,67
spectral,8,253,174,97
spectral,8,254,224,139
spectral,8,230,245,152
spectral,8,171,221,164
spectral,8,102,194,165
spectral,8,50,136,189
spectral,9,213,62,79
spectral,9,244,109,67
spectral,9,253,174,97
spectral,9,254,224,139
spectral,9,255,255,191
spectral,9,230,245,152
spectral,9,171,221,164
spectral,9,102,194,165
spectral,9,50,136,189
spectral,10,158,1,66
spectral,10,213,62,79
spectral,10,244,109,67
spectral,10,253,174,97
spectral,10,254,224,139
spectral,10,230,245,152
spectral,10,171,221,164
spectral,10,102,194,165
spectral,10,50,136,189
spectral,10,94,79,162
spectral,11,158,1,66
spectral,11,213,62,79
spectral,11,244,109,67
spectral,11,253,174,97
spectral,11,254,224,139
spectral,11,255,255,191
spectral,11,230,245,152
spectral,11,171,221,164
spectral,11,102,194,165
spectral,11,50,136,189
spectral,11,94,79,162
ylgn,3,247,252,185
ylgn,3,173,221,142
ylgn,3,49,163,84
ylgn,4,255,255,204
ylgn,4,194,230,153
ylgn,4,120,198,121
ylgn,4,35,132,67
ylgn,5,255,255,204
ylgn,5,194,230,153
ylgn,5,120,198,121
ylgn,5,49,163,84
ylgn,5,0,104,55
ylgn,6,255,255,204
ylgn,6,217,240,163
ylgn,6,173,221,142
ylgn,6,120,198,121
ylgn,6,49,163,84
ylgn,6,0,104,55
ylgn,7,255,255,204
ylgn,7,217,240,163
ylgn,7,173,221,142
ylgn,7,120,198,121
ylgn,7,65,171,93
ylgn,7,35,132,67
ylgn,7,0,90,50
ylgn,8,255,255,229
ylgn,8,247,252,185
ylgn,8,217,240,163
ylgn,8,173,221,142
ylgn,8,120,198,121
ylgn,8,65,171,93
ylgn,8,35,132,67
ylgn,8,0,90,50
ylgn,9,255,255,229
ylgn,9,247,252,185
ylgn,9,217,240,163
ylgn,9,173,221,142
ylgn,9,120,198,121
ylgn,9,65,171,93
ylgn,9,35,132,67
ylgn,9,0,104,55
ylgn,9,0,69,41
ylgnbu,3,237,248,177
ylgnbu,3,127,205,187
ylgnbu,3,44,127,184
ylgnbu,4,255,255,204
ylgnbu,4,161,218,180
ylgnbu,4,65,182,196
ylgnbu,4,34,94,168
ylgnbu,5,255,255,204
ylgnbu,5,161,218,180
ylgnbu,5,65,182,196
ylgnbu,5,44,127,184
ylgnbu,5,37,52,148
ylgnbu,6,255,255,204
ylgnbu,6,199,233,180
ylgnbu,6,127,205,187
ylgnbu,6,65,182,196
ylgnbu,6,44,127,184
ylgnbu,6,37,52,148
ylgnbu,7,255,255,204
ylgnbu,7,199,233,180
ylgnbu,7,127,205,187
ylgnbu,7,65,182,196
ylgnbu,7,29,145,192
ylgnbu,7,34,94,168
ylgnbu,7,12,44,132
ylgnbu,8,255,255,217
ylgnbu,8,237,248,177
ylgnbu,8,199,233,180
ylgnbu,8,127,205,187
ylgnbu,8,65,182,196
ylgnbu,8,29,145,192
ylgnbu,8,34,94,168
ylgnbu,8,12,44,132
ylgnbu,9,255,255,217
ylgnbu,9,237,248,177
ylgnbu,9,199,233,180
ylgnbu,9,127,205,187
ylgnbu,9,65,182,196
ylgnbu,9,29,145,192
ylgnbu,9,34,94,168
ylgnbu,9,37,52,148
ylgnbu,9,8,29,88
ylorbr,3,255,247,188
ylorbr,3,254,196,79
ylorbr,3,217,95,14
ylorbr,4,255,255,212
ylorbr,4,254,217,142
ylorbr,4,254,153,41
ylorbr,4,204,76,2
ylorbr,5,255,255,212
ylorbr,5,254,217,142
ylorbr,5,254,153,41
ylorbr,5,217,95,14
ylorbr,5,153,52,4
ylorbr,6,255,255,212
ylorbr,6,254,227,145
ylorbr,6,254,196,79
ylorbr,6,254,153,41
ylorbr,6,217,95,14
ylorbr,6,153,52,4
ylorbr,7,255,255,212
ylorbr,7,254,227,145
ylorbr,7,254,196,79
ylorbr,7,254,153,41
ylorbr,7,236,112,20
ylorbr,7,204,76,2
ylorbr,7,140,45,4
ylorbr,8,255,255,229
ylorbr,8,255,247,188
ylorbr,8,254,227,145
ylorbr,8,254,196,79
ylorbr,8,254,153,41
ylorbr,8,236,112,20
ylorbr,8,204,76,2
ylorbr,8,140,45,4
ylorbr,9,255,255,229
ylorbr,9,255,247,188
ylorbr,9,254,227,145
ylorbr,9,254,196,79
ylorbr,9,254,153,41
ylorbr,9,236,112,20
ylorbr,9,204,76,2
ylorbr,9,153,52,4
ylorbr,9,102,37,6
ylorrd,3,255,237,160
ylorrd,3,254,178,76
ylorrd,3,240,59,32
ylorrd,4,255,255,178
ylorrd,4,254,204,92
ylorrd,4,253,141,60
ylorrd,4,227,26,28
ylorrd,5,255,255,178
ylorrd,5,254,204,92
ylorrd,5,253,141,60
ylorrd,5,240,59,32
ylorrd,5,189,0,38
ylorrd,6,255,255,178
ylorrd,6,254,217,118
ylorrd,6,254,178,76
ylorrd,6,253,141,60
ylorrd,6,240,59,32
ylorrd,6,189,0,38
ylorrd,7,255,255,178
ylorrd,7,254,217,118
ylorrd,7,254,178,76
ylorrd,7,253,141,60
ylorrd,7,252,78,42
ylorrd,7,227,26,28
ylorrd,7,177,0,38
ylorrd,8,255,255,204
ylorrd,8,255,237,160
ylorrd,8,254,217,118
ylorrd,8,254,178,76
ylorrd,8,253,141,60
ylorrd,8,252,78,42
ylorrd,8,227,26,28
ylorrd,8,177,0,38
ylorrd,9,255,255,204
ylorrd,9,255,237,160
ylorrd,9,254,217,118
ylorrd,9,254,178,76
ylorrd,9,253,141,60
ylorrd,9,252,78,42
ylorrd,9,227,26,28
ylorrd,9,189,0,38
ylorrd,9,128,0,38
magma,,0.001462,0.000466,0.013866
magma,,0.002258,0.001295,0.018331
magma,,0.003279,0.002305,0.023708
magma,,0.004512,0.00349,0.029965
magma,,0.00595,0.004843,0.03713
magma,,0.007588,0.006356,0.044973
magma,,0.009426,0.008022,0.052844
magma,,0.011465,0.009828,0.06075
magma,,0.013708,0.011771,0.068667
magma,,0.016156,0.01384,0.076603
magma,,0.018815,0.016026,0.084584
magma,,0.021692,0.01832,0.09261
magma,,0.024792,0.020715,0.100676
magma,,0.028123,0.023201,0.108787
magma,,0.031696,0.025765,0.116965
magma,,0.03552,0.028397,0.125209
magma,,0.039608,0.03109,0.133515
magma,,0.04383,0.03383,0.141886
magma,,0.048062,0.036607,0.150327
magma,,0.05232,0.039407,0.158841
magma,,0.056615,0.04216,0.167446
magma,,0.060949,0.044794,0.176129
magma,,0.06533,0.047318,0.184892
magma,,0.069764,0.049726,0.193735
magma,,0.074257,0.052017,0.20266
magma,,0.078815,0.054184,0.211667
magma,,0.083446,0.056225,0.220755
magma,,0.088155,0.058133,0.229922
magma,,0.092949,0.059904,0.239164
magma,,0.097833,0.061531,0.248477
magma,,0.102815,0.06301,0.257854
magma,,0.107899,0.064335,0.267289
magma,,0.113094,0.065492,0.276784
magma,,0.118405,0.066479,0.286321
magma,,0.123833,0.067295,0.295879
magma,,0.12938,0.067935,0.305443
magma,,0.135053,0.068391,0.315
magma,,0.140858,0.068654,0.324538
magma,,0.146785,0.068738,0.334011
magma,,0.152839,0.068637,0.343404
magma,,0.159018,0.068354,0.352688
magma,,0.165308,0.067911,0.361816
magma,,0.171713,0.067305,0.370771
magma,,0.178212,0.066576,0.379497
magma,,0.184801,0.065732,0.387973
magma,,0.19146,0.064818,0.396152
magma,,0.198177,0.063862,0.404009
magma,,0.204935,0.062907,0.411514
magma,,0.211718,0.061992,0.418647
magma,,0.218512,0.061158,0.425392
magma,,0.225302,0.060445,0.431742
magma,,0.232077,0.059889,0.437695
magma,,0.238826,0.059517,0.443256
magma,,0.245543,0.059352,0.448436
magma,,0.25222,0.059415,0.453248
magma,,0.258857,0.059706,0.45771
magma,,0.265447,0.060237,0.46184
magma,,0.271994,0.060994,0.46566
magma,,0.278493,0.061978,0.46919
magma,,0.284951,0.063168,0.472451
magma,,0.291366,0.064553,0.475462
magma,,0.29774,0.066117,0.478243
magma,,0.304081,0.067835,0.480812
magma,,0.310382,0.069702,0.483186
magma,,0.316654,0.07169,0.48538
magma,,0.322899,0.073782,0.487408
magma,,0.329114,0.075972,0.489287
magma,,0.335308,0.078236,0.491024
magma,,0.341482,0.080564,0.492631
magma,,0.347636,0.082946,0.494121
magma,,0.353773,0.085373,0.495501
magma,,0.359898,0.087831,0.496778
magma,,0.366012,0.090314,0.49796
magma,,0.372116,0.092816,0.499053
magma,,0.378211,0.095332,0.500067
magma,,0.384299,0.097855,0.501002
magma,,0.390384,0.100379,0.501864
magma,,0.396467,0.102902,0.502658
magma,,0.402548,0.10542,0.503386
magma,,0.408629,0.10793,0.504052
magma,,0.414709,0.110431,0.504662
magma,,0.420791,0.11292,0.505215
magma,,0.426877,0.115395,0.505714
magma,,0.432967,0.117855,0.50616
magma,,0.439062,0.120298,0.506555
magma,,0.445163,0.122724,0.506901
magma,,0.451271,0.125132,0.507198
magma,,0.457386,0.127522,0.507448
magma,,0.463508,0.129893,0.507652
magma,,0.46964,0.132245,0.507809
magma,,0.47578,0.134577,0.507921
magma,,0.481929,0.136891,0.507989
magma,,0.488088,0.139186,0.508011
magma,,0.494258,0.141462,0.507988
magma,,0.500438,0.143719,0.50792
magma,,0.506629,0.145958,0.507806
magma,,0.512831,0.148179,0.507648
magma,,0.519045,0.150383,0.507443
magma,,0.52527,0.152569,0.507192
magma,,0.531507,0.154739,0.506895
magma,,0.537755,0.156894,0.506551
magma,,0.544015,0.159033,0.506159
magma,,0.550287,0.161158,0.505719
magma,,0.556571,0.163269,0.50523
magma,,0.562866,0.165368,0.504692
magma,,0.569172,0.167454,0.504105
magma,,0.57549,0.16953,0.503466
magma,,0.581819,0.171596,0.502777
magma,,0.588158,0.173652,0.502035
magma,,0.594508,0.175701,0.501241
magma,,0.600868,0.177743,0.500394
magma,,0.607238,0.179779,0.499492
magma,,0.613617,0.181811,0.498536
magma,,0.620005,0.18384,0.497524
magma,,0.626401,0.185867,0.496456
magma,,0.632805,0.187893,0.495332
magma,,0.639216,0.189921,0.49415
magma,,0.645633,0.191952,0.49291
magma,,0.652056,0.193986,0.491611
magma,,0.658483,0.196027,0.490253
magma,,0.664915,0.198075,0.488836
magma,,0.671349,0.200133,0.487358
magma,,0.677786,0.202203,0.485819
magma,,0.684224,0.204286,0.484219
magma,,0.690661,0.206384,0.482558
magma,,0.697098,0.208501,0.480835
magma,,0.703532,0.210638,0.479049
magma,,0.709962,0.212797,0.477201
magma,,0.716387,0.214982,0.47529
magma,,0.722805,0.217194,0.473316
magma,,0.729216,0.219437,0.471279
magma,,0.735616,0.221713,0.46918
magma,,0.742004,0.224025,0.467018
magma,,0.748378,0.226377,0.464794
magma,,0.754737,0.228772,0.462509
magma,,0.761077,0.231214,0.460162
magma,,0.767398,0.233705,0.457755
magma,,0.773695,0.236249,0.455289
magma,,0.779968,0.238851,0.452765
magma,,0.786212,0.241514,0.450184
magma,,0.792427,0.244242,0.447543
magma,,0.798608,0.24704,0.444848
magma,,0.804752,0.249911,0.442102
magma,,0.810855,0.252861,0.439305
magma,,0.816914,0.255895,0.436461
magma,,0.822926,0.259016,0.433573
magma,,0.828886,0.262229,0.430644
magma,,0.834791,0.26554,0.427671
magma,,0.840636,0.268953,0.424666
magma,,0.846416,0.272473,0.421631
magma,,0.852126,0.276106,0.418573
magma,,0.857763,0.279857,0.415496
magma,,0.86332,0.283729,0.412403
magma,,0.868793,0.287728,0.409303
magma,,0.874176,0.291859,0.406205
magma,,0.879464,0.296125,0.403118
magma,,0.884651,0.30053,0.400047
magma,,0.889731,0.305079,0.397002
magma,,0.8947,0.309773,0.393995
magma,,0.899552,0.314616,0.391037
magma,,0.904281,0.31961,0.388137
magma,,0.908884,0.324755,0.385308
magma,,0.913354,0.330052,0.382563
magma,,0.917689,0.3355,0.379915
magma,,0.921884,0.341098,0.377376
magma,,0.925937,0.346844,0.374959
magma,,0.929845,0.352734,0.372677
magma,,0.933606,0.358764,0.370541
magma,,0.937221,0.364929,0.368567
magma,,0.940687,0.371224,0.366762
magma,,0.944006,0.377643,0.365136
magma,,0.94718,0.384178,0.363701
magma,,0.95021,0.39082,0.362468
magma,,0.953099,0.397563,0.361438
magma,,0.955849,0.4044,0.360619
magma,,0.958464,0.411324,0.360014
magma,,0.960949,0.418323,0.35963
magma,,0.96331,0.42539,0.359469
magma,,0.965549,0.432519,0.359529
magma,,0.967671,0.439703,0.35981
magma,,0.96968,0.446936,0.360311
magma,,0.971582,0.45421,0.36103
magma,,0.973381,0.46152,0.361965
magma,,0.975082,0.468861,0.363111
magma,,0.97669,0.476226,0.364466
magma,,0.97821,0.483612,0.366025
magma,,0.979645,0.491014,0.367783
magma,,0.981,0.498428,0.369734
magma,,0.982279,0.505851,0.371874
magma,,0.983485,0.51328,0.374198
magma,,0.984622,0.520713,0.376698
magma,,0.985693,0.528148,0.379371
magma,,0.9867,0.535582,0.38221
magma,,0.987646,0.543015,0.38521
magma,,0.988533,0.550446,0.388365
magma,,0.989363,0.557873,0.391671
magma,,0.990138,0.565296,0.395122
magma,,0.990871,0.572706,0.398714
magma,,0.991558,0.580107,0.402441
magma,,0.992196,0.587502,0.406299
magma,,0.992785,0.594891,0.410283
magma,,0.993326,0.602275,0.41439
magma,,0.993834,0.609644,0.418613
magma,,0.994309,0.616999,0.42295
magma,,0.994738,0.62435,0.427397
magma,,0.995122,0.631696,0.431951
magma,,0.99548,0.639027,0.436607
magma,,0.99581,0.646344,0.441361
magma,,0.996096,0.653659,0.446213
magma,,0.996341,0.660969,0.45116
magma,,0.99658,0.668256,0.456192
magma,,0.996775,0.675541,0.461314
magma,,0.996925,0.682828,0.466526
magma,,0.997077,0.690088,0.471811
magma,,0.997186,0.697349,0.477182
magma,,0.997254,0.704611,0.482635
magma,,0.997325,0.711848,0.488154
magma,,0.997351,0.719089,0.493755
magma,,0.997351,0.726324,0.499428
magma,,0.997341,0.733545,0.505167
magma,,0.997285,0.740772,0.510983
magma,,0.997228,0.747981,0.516859
magma,,0.997138,0.75519,0.522806
magma,,0.997019,0.762398,0.528821
magma,,0.996898,0.769591,0.534892
magma,,0.996727,0.776795,0.541039
magma,,0.996571,0.783977,0.547233
magma,,0.996369,0.791167,0.553499
magma,,0.996162,0.798348,0.55982
magma,,0.995932,0.805527,0.566202
magma,,0.99568,0.812706,0.572645
magma,,0.995424,0.819875,0.57914
magma,,0.995131,0.827052,0.585701
magma,,0.994851,0.834213,0.592307
magma,,0.994524,0.841387,0.598983
magma,,0.994222,0.84854,0.605696
magma,,0.993866,0.855711,0.612482
magma,,0.993545,0.862859,0.619299
magma,,0.99317,0.870024,0.626189
magma,,0.992831,0.877168,0.633109
magma,,0.99244,0.88433,0.640099
magma,,0.992089,0.89147,0.647116
magma,,0.991688,0.898627,0.654202
magma,,0.991332,0.905763,0.661309
magma,,0.99093,0.912915,0.668481
magma,,0.99057,0.920049,0.675675
magma,,0.990175,0.927196,0.682926
magma,,0.989815,0.934329,0.690198
magma,,0.989434,0.94147,0.697519
magma,,0.989077,0.948604,0.704863
magma,,0.988717,0.955742,0.712242
magma,,0.988367,0.962878,0.719649
magma,,0.988033,0.970012,0.727077
magma,,0.987691,0.977154,0.734536
magma,,0.987387,0.984288,0.742002
magma,,0.987053,0.991438,0.749504
inferno,,0.001462,0.000466,0.013866
inferno,,0.002267,0.00127,0.01857
inferno,,0.003299,0.002249,0.024239
inferno,,0.004547,0.003392,0.030909
inferno,,0.006006,0.004692,0.038558
inferno,,0.007676,0.006136,0.046836
inferno,,0.009561,0.007713,0.055143
inferno,,0.011663,0.009417,0.06346
inferno,,0.013995,0.011225,0.071862
inferno,,0.016561,0.013136,0.080282
inferno,,0.019373,0.015133,0.088767
inferno,,0.022447,0.017199,0.097327
inferno,,0.025793,0.019331,0.10593
inferno,,0.029432,0.021503,0.114621
inferno,,0.033385,0.023702,0.123397
inferno,,0.037668,0.025921,0.132232
inferno,,0.042253,0.028139,0.141141
inferno,,0.046915,0.030324,0.150164
inferno,,0.051644,0.032474,0.159254
inferno,,0.056449,0.034569,0.168414
inferno,,0.06134,0.03659,0.177642
inferno,,0.066331,0.038504,0.186962
inferno,,0.071429,0.040294,0.196354
inferno,,0.076637,0.041905,0.205799
inferno,,0.081962,0.043328,0.215289
inferno,,0.087411,0.044556,0.224813
inferno,,0.09299,0.045583,0.234358
inferno,,0.098702,0.046402,0.243904
inferno,,0.104551,0.047008,0.25343
inferno,,0.110536,0.047399,0.262912
inferno,,0.116656,0.047574,0.272321
inferno,,0.122908,0.047536,0.281624
inferno,,0.129285,0.047293,0.290788
inferno,,0.135778,0.046856,0.299776
inferno,,0.142378,0.046242,0.308553
inferno,,0.149073,0.045468,0.317085
inferno,,0.15585,0.044559,0.325338
inferno,,0.162689,0.043554,0.333277
inferno,,0.169575,0.042489,0.340874
inferno,,0.176493,0.041402,0.348111
inferno,,0.183429,0.040329,0.354971
inferno,,0.190367,0.039309,0.361447
inferno,,0.197297,0.0384,0.367535
inferno,,0.204209,0.037632,0.373238
inferno,,0.211095,0.03703,0.378563
inferno,,0.217949,0.036615,0.383522
inferno,,0.224763,0.036405,0.388129
inferno,,0.231538,0.036405,0.3924
inferno,,0.238273,0.036621,0.396353
inferno,,0.244967,0.037055,0.400007
inferno,,0.25162,0.037705,0.403378
inferno,,0.258234,0.038571,0.406485
inferno,,0.26481,0.039647,0.409345
inferno,,0.271347,0.040922,0.411976
inferno,,0.27785,0.042353,0.414392
inferno,,0.284321,0.043933,0.416608
inferno,,0.290763,0.045644,0.418637
inferno,,0.297178,0.04747,0.420491
inferno,,0.303568,0.049396,0.422182
inferno,,0.309935,0.051407,0.423721
inferno,,0.316282,0.05349,0.425116
inferno,,0.32261,0.055634,0.426377
inferno,,0.328921,0.057827,0.427511
inferno,,0.335217,0.06006,0.428524
inferno,,0.3415,0.062325,0.429425
inferno,,0.347771,0.064616,0.430217
inferno,,0.354032,0.066925,0.430906
inferno,,0.360284,0.069247,0.431497
inferno,,0.366529,0.071579,0.431994
inferno,,0.372768,0.073915,0.4324
inferno,,0.379001,0.076253,0.432719
inferno,,0.385228,0.078591,0.432955
inferno,,0.391453,0.080927,0.433109
inferno,,0.397674,0.083257,0.433183
inferno,,0.403894,0.08558,0.433179
inferno,,0.410113,0.087896,0.433098
inferno,,0.416331,0.090203,0.432943
inferno,,0.422549,0.092501,0.432714
inferno,,0.428768,0.09479,0.432412
inferno,,0.434987,0.097069,0.432039
inferno,,0.441207,0.099338,0.431594
inferno,,0.447428,0.101597,0.43108
inferno,,0.453651,0.103848,0.430498
inferno,,0.459875,0.106089,0.429846
inferno,,0.4661,0.108322,0.429125
inferno,,0.472328,0.110547,0.428334
inferno,,0.478558,0.112764,0.427475
inferno,,0.484789,0.114974,0.426548
inferno,,0.491022,0.117179,0.425552
inferno,,0.497257,0.119379,0.424488
inferno,,0.503493,0.121575,0.423356
inferno,,0.50973,0.123769,0.422156
inferno,,0.515967,0.12596,0.420887
inferno,,0.522206,0.12815,0.419549
inferno,,0.528444,0.130341,0.418142
inferno,,0.534683,0.132534,0.416667
inferno,,0.54092,0.134729,0.415123
inferno,,0.547157,0.136929,0.413511
inferno,,0.553392,0.139134,0.411829
inferno,,0.559624,0.141346,0.410078
inferno,,0.565854,0.143567,0.408258
inferno,,0.572081,0.145797,0.406369
inferno,,0.578304,0.148039,0.404411
inferno,,0.584521,0.150294,0.402385
inferno,,0.590734,0.152563,0.40029
inferno,,0.59694,0.154848,0.398125
inferno,,0.603139,0.157151,0.395891
inferno,,0.60933,0.159474,0.393589
inferno,,0.615513,0.161817,0.391219
inferno,,0.621685,0.164184,0.388781
inferno,,0.627847,0.166575,0.386276
inferno,,0.633998,0.168992,0.383704
inferno,,0.640135,0.171438,0.381065
inferno,,0.64626,0.173914,0.378359
inferno,,0.652369,0.176421,0.375586
inferno,,0.658463,0.178962,0.372748
inferno,,0.66454,0.181539,0.369846
inferno,,0.670599,0.184153,0.366879
inferno,,0.676638,0.186807,0.363849
inferno,,0.682656,0.189501,0.360757
inferno,,0.688653,0.192239,0.357603
inferno,,0.694627,0.195021,0.354388
inferno,,0.700576,0.197851,0.351113
inferno,,0.7065,0.200728,0.347777
